Order ID,Order Status,Order Substatus,Cancelation/Return Type,Normal or Pre-order,SKU ID,Seller SKU,Product Name,Variation,Quantity,Sku Quantity of return,SKU Unit Original Price,SKU Subtotal Before Discount,SKU Platform Discount,SKU Seller Discount,SKU Subtotal After Discount,Shipping Fee After Discount,Original Shipping Fee,Shipping Fee Seller Discount,Shipping Fee Platform Discount,Payment platform discount,Buyer Service Fee,Handling Fee,Shipping Insurance,Item Insurance,Order Amount,Order Refund Amount,Created Time,Paid Time,RTS Time,Shipped Time,Delivered Time,Cancelled Time,Cancel By,Cancel Reason,Fulfillment Type,Warehouse Name,Tracking ID,Delivery Option,Shipping Provider Name,Buyer Message,Buyer Username,Recipient,Phone #,Zipcode,Country,Province,Regency and City,Districts,Villages,Detail Address,Additional address information,Payment Method,Weight(kg),Product Category,Package ID,Purchase Channel,Seller Note,Checked Status,Checked Marked by
TT508673080536,Completed,Order Complete,,Normal,SKU24926974,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,2200,0,56800,9000,9000,0,0,0,0,0,0,0,65800,0,2023-02-20 15:20:07,2023-02-20 16:36:07,2023-02-21 17:20:07,2023-02-22 00:20:07,2023-02-24 00:20:07,,,,Seller Shipping,Gudang Jakarta Selatan,TT45909282037,Standard,J&T Express,Jangan bocor,arif_cahyani831,Yoga Pratama,8521472180,48624,Indonesia,Jawa Timur,Surabaya,Kec. C,Pedurungan,Jl. Diponegoro No. 155,,GoPay,0.15,Feminine Hygiene,PKG983402944,TikTok Shop,Prioritas,Checked,admin2
TT173357732641,Completed,Order Complete,,Normal,SKU93365747,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,3685,3015,52300,12000,12000,0,0,0,0,0,0,500,64800,0,2023-02-20 20:26:17,2023-02-20 20:43:17,2023-02-21 20:26:17,2023-02-22 00:26:17,2023-02-23 00:26:17,,,,Seller Shipping,Gudang Surabaya,TT36786222586,Express,Ninja Xpress,,andi_sari282,Risa Hartono,8966049334,65520,Indonesia,Yogyakarta,Bantul,Kec. D,Pedurungan,Jl. Merdeka No. 109,,GoPay,0.15,Feminine Hygiene,PKG858469229,TikTok Shop,,Unchecked,
TT211074628859,Completed,Order Complete,,Normal,SKU60749539,GDS-SPR-MAN-60,Gendes Feminine Wash Spray Mango 60ml,Spray 60ml - Mango,1,0,59000,59000,0,0,59000,9000,9000,0,0,0,0,0,500,500,69000,0,2023-02-21 07:03:57,2023-02-21 08:09:57,2023-02-22 01:03:57,2023-02-22 06:03:57,2023-02-24 06:03:57,,,,Seller Shipping,Gudang Medan,TT78093494538,Standard,J&T Express,Jangan bocor,lina_putri582,Ayu Nugraha,8970040039,94210,Indonesia,Jawa Barat,Bandung,Kec. B,Pedurungan,Jl. Ahmad Yani No. 176,,ShopeePay,0.15,Feminine Hygiene,PKG872091708,Affiliate,Cek stok,Checked,admin2
TT287471879454,Completed,Order Complete,,Normal,SKU74590717,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,2,0,59000,118000,7865,6435,103700,12000,12000,0,0,0,0,0,0,500,116200,0,2023-02-21 12:23:44,2023-02-21 13:35:44,2023-02-22 13:23:44,2023-02-22 18:23:44,2023-02-25 18:23:44,,,,Seller Shipping,Gudang Surabaya,TT12390386885,Express,AnterAja,Tolong kemas rapi,fajar_sari833,Lia Kusuma,8981039068,93335,Indonesia,Riau,Dumai,Kec. D,Tembalang,Jl. Diponegoro No. 89,,QRIS,0.15,Feminine Hygiene,PKG181219390,TikTok Shop,,Checked,admin3
TT318005366399,Completed,Order Complete,,Normal,SKU59920132,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,3,0,59000,177000,24255,19845,132900,12000,12000,0,0,0,0,0,0,0,144900,0,2023-02-21 18:33:08,2023-02-21 18:54:08,2023-02-22 16:33:08,2023-02-22 18:33:08,2023-02-23 18:33:08,,,,Seller Shipping,Gudang Bandung,TT84104895005,Express,AnterAja,,budi_kusuma494,Andi Putri,8053276549,22538,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. A,Banyumanik,Jl. Sudirman No. 172,,Kartu Kredit,0.15,Feminine Hygiene,PKG540994832,Affiliate,Cek stok,Unchecked,
TT288673215440,Completed,Order Complete,,Normal,SKU97374881,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,2,0,59000,118000,11800,0,106200,12000,12000,0,0,0,0,0,0,500,118700,0,2023-02-21 20:09:07,2023-02-21 20:37:07,2023-02-22 16:09:07,2023-02-22 21:09:07,2023-02-27 21:09:07,,,,Seller Shipping,Gudang Medan,TT83293089793,Express,Pos Indonesia,Tolong kemas rapi,tari_pratama317,Risa Cahyani,8188207305,14075,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. B,Tembalang,Jl. Merdeka No. 104,,ShopeePay,0.15,Feminine Hygiene,PKG480286141,Affiliate,Prioritas,Checked,admin3
TT163955467082,Completed,Order Complete,,Normal,SKU97750001,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,5720,4680,48600,9000,9000,0,0,0,0,0,500,0,58100,0,2023-02-21 21:28:56,2023-02-21 22:36:56,2023-02-22 23:28:56,2023-02-23 03:28:56,2023-02-25 03:28:56,,,,Seller Shipping,Gudang Surabaya,TT39043275515,Standard,Ninja Xpress,,hana_hartono855,Arif Cahyani,8173461316,53520,Indonesia,Sumatera Barat,Padang,Kec. D,Pedurungan,Jl. Ahmad Yani No. 186,,ShopeePay,0.15,Feminine Hygiene,PKG255423153,TikTok Live,,Unchecked,
TT604988332413,Completed,Order Complete,,Normal,SKU53904713,GDS-SPR-GRA-20,Gendes Feminine Wash Spray Grape 20ml,Spray 20ml - Grape,1,0,29000,29000,2695,2205,24100,12000,12000,0,0,0,0,0,500,500,37100,0,2023-02-22 15:33:49,2023-02-22 16:55:49,2023-02-23 20:33:49,2023-02-24 02:33:49,2023-02-28 02:33:49,,,,Seller Shipping,Gudang Medan,TT79461888053,Express,J&T Express,Jangan bocor,vera_rahayu257,Eka Gunawan,8110720037,90041,Indonesia,DKI Jakarta,Jakarta Utara,Kec. C,Semarang Selatan,Jl. Sudirman No. 179,,OVO,0.08,Feminine Hygiene,PKG679724233,TikTok Shop,,Checked,admin2
TT449205959173,Completed,Order Complete,,Normal,SKU71028307,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,3,0,59000,177000,17160,14040,145800,9000,9000,0,0,0,0,0,0,0,154800,0,2023-02-22 16:05:25,2023-02-22 17:28:25,2023-02-23 13:05:25,2023-02-23 21:05:25,2023-02-26 21:05:25,,,,Seller Shipping,Gudang Surabaya,TT67082141564,Standard,Ninja Xpress,Tolong kemas rapi,rizky_cahyani251,Mega Wijaya,8985225974,74849,Indonesia,Jawa Tengah,Yogyakarta,Kec. B,Tembalang,Jl. Gatot Subroto No. 157,,COD,0.15,Feminine Hygiene,PKG237025169,TikTok Live,,Checked,admin2
TT995691740730,Completed,Order Complete,,Normal,SKU36794355,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,4235,3465,51300,12000,12000,0,0,0,0,0,0,0,63300,0,2023-02-22 20:06:25,2023-02-22 20:22:25,2023-02-23 23:06:25,2023-02-24 04:06:25,2023-02-26 04:06:25,,,,Seller Shipping,Gudang Surabaya,TT89521912483,Express,J&T Express,Tolong kemas rapi,reni_sari320,Lina Kusuma,8154947028,60381,Indonesia,Jawa Barat,Cimahi,Kec. A,Semarang Selatan,Jl. Gatot Subroto No. 126,,OVO,0.15,Feminine Hygiene,PKG810122725,TikTok Live,,Checked,admin3
TT704115428719,Completed,Order Complete,,Normal,SKU60953006,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,2,0,59000,118000,0,0,118000,9000,9000,0,0,0,0,0,500,0,127500,0,2023-02-22 20:28:34,2023-02-22 21:33:34,2023-02-23 23:28:34,2023-02-24 01:28:34,2023-02-28 01:28:34,,,,Seller Shipping,Gudang Surabaya,TT44445479389,Standard,J&T Express,Jangan bocor,dewi_pratama428,Wati Cahyani,8780289072,29700,Indonesia,Jawa Barat,Bekasi,Kec. A,Semarang Selatan,Jl. Merdeka No. 60,,ShopeePay,0.15,Feminine Hygiene,PKG424148136,TikTok Live,Prioritas,Checked,admin1
TT996648819946,Completed,Order Complete,,Normal,SKU32589909,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,1100,0,57900,12000,12000,0,0,0,0,0,0,500,70400,0,2023-02-23 07:57:06,2023-02-23 09:09:06,2023-02-24 01:57:06,2023-02-24 04:57:06,2023-02-27 04:57:06,,,,Seller Shipping,Gudang Medan,TT19575788947,Express,JNE,,rina_putri928,Rina Rahayu,8510461244,13396,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. D,Banyumanik,Jl. Sudirman No. 11,,OVO,0.15,Feminine Hygiene,PKG407302595,Affiliate,Cek stok,Checked,admin1
TT794149320025,Completed,Order Complete,,Normal,SKU57374630,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,4500,0,54500,12000,12000,0,0,0,0,0,0,500,67000,0,2023-02-23 09:05:07,2023-02-23 09:32:07,2023-02-24 13:05:07,2023-02-24 18:05:07,2023-02-28 18:05:07,,,,Seller Shipping,Gudang Surabaya,TT83903046101,Express,Ninja Xpress,Tolong kemas rapi,tika_nugraha846,Reni Wibowo,8956407366,73694,Indonesia,Aceh,Banda Aceh,Kec. A,Banyumanik,Jl. Gatot Subroto No. 119,,COD,0.15,Feminine Hygiene,PKG229440143,TikTok Shop,,Checked,admin3
TT922983144414,Completed,Order Complete,,Normal,SKU75764655,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,3685,3015,52300,9000,9000,0,0,0,0,0,0,0,61300,0,2023-02-23 19:17:57,2023-02-23 20:23:57,2023-02-24 19:17:57,2023-02-25 03:17:57,2023-02-28 03:17:57,,,,Seller Shipping,Gudang Medan,TT22495806515,Standard,Ninja Xpress,Jangan bocor,rizky_handayani547,Budi Rahayu,8622400731,88907,Indonesia,Jawa Timur,Malang,Kec. A,Pedurungan,Jl. Ahmad Yani No. 173,,ShopeePay,0.15,Feminine Hygiene,PKG415066539,TikTok Shop,Cek stok,Unchecked,
TT609530641933,Completed,Order Complete,,Normal,SKU22248758,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,2,0,59000,118000,9700,0,108300,9000,9000,0,0,0,0,0,0,0,117300,0,2023-02-24 18:49:14,2023-02-24 20:07:14,2023-02-25 18:49:14,2023-02-26 00:49:14,2023-02-28 00:49:14,,,,Seller Shipping,Gudang Medan,TT94298115581,Standard,SiCepat,Jangan bocor,ani_susanto849,Citra Sari,8496171398,32469,Indonesia,Jawa Timur,Sidoarjo,Kec. A,Pedurungan,Jl. Diponegoro No. 102,,COD,0.15,Feminine Hygiene,PKG189915884,TikTok Shop,Prioritas,Checked,admin1
TT575582883418,Returned,Return Complete,Return,Normal,SKU87380110,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,1,59000,59000,5600,0,53400,12000,12000,0,0,0,0,0,0,500,65900,53400,2023-02-24 21:30:21,2023-02-24 21:51:21,2023-02-25 15:30:21,2023-02-25 19:30:21,2023-03-01 19:30:21,,,,Seller Shipping,Gudang Jakarta Selatan,TT60988226637,Express,JNE,,indah_nugraha840,Hendra Purnama,8914923670,81531,Indonesia,Jawa Barat,Cimahi,Kec. C,Pedurungan,Jl. Diponegoro No. 7,,COD,0.15,Feminine Hygiene,PKG480399898,TikTok Shop,Cek stok,Checked,admin1
TT812893880171,Completed,Order Complete,,Normal,SKU57244630,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,5500,0,53500,12000,12000,0,0,0,0,0,500,0,66000,0,2023-02-24 21:34:17,2023-02-24 21:44:17,2023-02-25 15:34:17,2023-02-25 19:34:17,2023-03-04 19:34:17,,,,Seller Shipping,Gudang Medan,TT33010994893,Express,Ninja Xpress,Jangan bocor,nina_gunawan159,Rina Susanto,8097976626,52083,Indonesia,Kalimantan Timur,Bontang,Kec. D,Semarang Selatan,Jl. Sudirman No. 185,,GoPay,0.15,Feminine Hygiene,PKG934260077,TikTok Shop,,Checked,admin3
TT679527325717,Cancelled,Cancelled,Cancellation,Normal,SKU14462584,GDS-SPR-HAZ-60,Gendes Feminine Wash Spray Hazelnut 60ml,Spray 60ml - Hazelnut,1,0,59000,59000,4100,0,54900,0,12000,0,0,0,0,0,0,0,0,0,2023-02-25 07:24:23,,,,,1677313463.0,buyer,Buyer cancelled,Seller Shipping,Gudang Jakarta Selatan,,Express,JNE,Jangan bocor,rina_kurniawan323,Budi Susanto,8175862648,91332,Indonesia,Sulawesi Selatan,Palopo,Kec. A,Tembalang,Jl. Sudirman No. 130,,GoPay,0.15,Feminine Hygiene,,TikTok Shop,Prioritas,Checked,admin1
TT506146821462,Completed,Order Complete,,Normal,SKU63886945,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,700,0,58300,12000,12000,0,0,0,0,0,0,500,70800,0,2023-02-25 08:30:45,2023-02-25 08:55:45,2023-02-26 14:30:45,2023-02-26 17:30:45,2023-02-28 17:30:45,,,,Seller Shipping,Gudang Surabaya,TT19027823439,Express,JNE,,elsa_santoso583,Tika Sari,8793443243,22907,Indonesia,DKI Jakarta,Jakarta Utara,Kec. D,Banyumanik,Jl. Sudirman No. 127,,Transfer Bank,0.15,Feminine Hygiene,PKG894650377,TikTok Shop,,Checked,admin3
TT155188796261,Completed,Order Complete,,Normal,SKU46485764,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,2,0,59000,118000,8635,7065,102300,12000,12000,0,0,0,0,0,500,500,115300,0,2023-02-25 13:27:46,2023-02-25 13:44:46,2023-02-26 19:27:46,2023-02-26 21:27:46,2023-03-03 21:27:46,,,,Seller Shipping,Gudang Surabaya,TT87147511689,Express,J&T Express,,wati_gunawan779,Dito Sari,8036788701,99586,Indonesia,DKI Jakarta,Jakarta Timur,Kec. B,Banyumanik,Jl. Gatot Subroto No. 175,,ShopeePay,0.15,Feminine Hygiene,PKG778262019,TikTok Shop,Prioritas,Checked,admin1
TT575156885594,Completed,Order Complete,,Normal,SKU81240281,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,4785,3915,50300,9000,9000,0,0,0,0,0,500,500,60300,0,2023-02-25 14:39:00,2023-02-25 14:46:00,2023-02-26 19:39:00,2023-02-26 23:39:00,2023-02-28 23:39:00,,,,Seller Shipping,Gudang Surabaya,TT90600211464,Standard,SiCepat,,arif_santoso133,Mira Nugraha,8668669324,33173,Indonesia,Jawa Barat,Cimahi,Kec. A,Tembalang,Jl. Merdeka No. 92,,COD,0.15,Feminine Hygiene,PKG223143190,TikTok Shop,,Checked,admin3
TT943771287699,Completed,Order Complete,,Normal,SKU22759826,GDS-BDL-FF-60,Gendes Bundle Foam+Foam 60ml,Bundle Foam+Foam 60ml,1,0,110000,110000,10395,8505,91100,9000,9000,0,0,0,0,0,0,0,100100,0,2023-02-25 16:07:45,2023-02-25 17:37:45,2023-02-26 19:07:45,2023-02-27 02:07:45,2023-02-28 02:07:45,,,,Seller Shipping,Gudang Medan,TT35143037201,Standard,J&T Express,Tolong kemas rapi,rina_setiawan321,Reni Hartono,8174888239,35037,Indonesia,Banten,Serang,Kec. C,Banyumanik,Jl. Merdeka No. 174,,Transfer Bank,0.3,Feminine Hygiene,PKG835488103,TikTok Live,,Checked,admin2
TT361002848785,Completed,Order Complete,,Normal,SKU85442641,GDS-SPR-BUB-60,Gendes Feminine Wash Spray Bubblegum 60ml,Spray 60ml - Bubblegum,1,0,59000,59000,5800,0,53200,9000,9000,0,0,0,0,0,0,0,62200,0,2023-02-25 16:12:14,2023-02-25 16:13:14,2023-02-26 17:12:14,2023-02-26 22:12:14,2023-03-04 22:12:14,,,,Seller Shipping,Gudang Medan,TT31259158617,Standard,Pos Indonesia,Jangan bocor,yuni_anggraini486,Fajar Wibowo,8416300566,29514,Indonesia,Sumatera Utara,Deli Serdang,Kec. D,Banyumanik,Jl. Merdeka No. 161,,ShopeePay,0.15,Feminine Hygiene,PKG860020675,TikTok Live,Prioritas,Checked,admin2
TT662777951155,Completed,Order Complete,,Normal,SKU44674137,GDS-SPR-GRA-60,Gendes Feminine Wash Spray Grape 60ml,Spray 60ml - Grape,2,0,59000,118000,7535,6165,104300,9000,9000,0,0,0,0,0,500,0,113800,0,2023-02-25 18:43:38,2023-02-25 20:05:38,2023-02-27 00:43:38,2023-02-27 08:43:38,2023-03-02 08:43:38,,,,Seller Shipping,Gudang Surabaya,TT55339063601,Standard,Pos Indonesia,Tolong kemas rapi,reni_handayani390,Fitri Lestari,8602822303,50301,Indonesia,Banten,Serang,Kec. A,Semarang Selatan,Jl. Gatot Subroto No. 75,,GoPay,0.15,Feminine Hygiene,PKG796734021,TikTok Shop,,Checked,admin1
TT775640089832,Completed,Order Complete,,Normal,SKU31493729,GDS-FOA-BUB-60,Gendes Feminine Wash Foam Bubblegum 60ml,Foam 60ml - Bubblegum,1,0,59000,59000,3795,3105,52100,12000,12000,0,0,0,0,0,0,0,64100,0,2023-02-25 21:56:41,2023-02-25 23:08:41,2023-02-27 03:56:41,2023-02-27 06:56:41,2023-02-28 06:56:41,,,,Seller Shipping,Gudang Surabaya,TT25577825318,Express,Pos Indonesia,Tolong kemas rapi,sri_hartono546,Ani Nugraha,8470072391,42361,Indonesia,Kalimantan Timur,Samarinda,Kec. A,Pedurungan,Jl. Ahmad Yani No. 118,,OVO,0.15,Feminine Hygiene,PKG310766679,TikTok Shop,,Unchecked,
TT735623041573,Completed,Order Complete,,Normal,SKU84239392,GDS-FOA-MAN-60,Gendes Feminine Wash Foam Mango 60ml,Foam 60ml - Mango,1,0,59000,59000,4100,0,54900,9000,9000,0,0,0,0,0,0,0,63900,0,2023-02-25 22:46:16,2023-02-25 23:09:16,2023-02-26 18:46:16,2023-02-27 00:46:16,2023-03-03 00:46:16,,,,Seller Shipping,Gudang Jakarta Selatan,TT87262238581,Standard,AnterAja,,bagas_putri644,Yuni Kurniawan,8286512386,25111,Indonesia,Banten,Tangerang,Kec. A,Semarang Selatan,Jl. Merdeka No. 172,,Dana,0.15,Feminine Hygiene,PKG506121854,TikTok Shop,,Checked,admin1
TT857756508741,Completed,Order Complete,,Normal,SKU98602610,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,Foam 20ml - Vanilla,1,0,29000,29000,600,0,28400,12000,12000,0,0,0,0,0,0,0,40400,0,2023-02-25 22:51:05,2023-02-25 23:59:05,2023-02-26 20:51:05,2023-02-27 02:51:05,2023-03-05 02:51:05,,,,Seller Shipping,Gudang Jakarta Selatan,TT96114440228,Express,SiCepat,,nina_purnama9,Yuni Setiawan,8801280432,62789,Indonesia,Jawa Timur,Gresik,Kec. C,Banyumanik,Jl. Ahmad Yani No. 56,,QRIS,0.08,Feminine Hygiene,PKG676916448,TikTok Shop,,Checked,admin3
TT673171138573,Cancelled,Cancelled,Cancellation,Normal,SKU98755172,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,7150,5850,46000,0,12000,0,0,0,0,0,500,0,0,0,2023-02-26 08:21:32,,,,,1677403292.0,seller,Out of stock,Seller Shipping,Gudang Medan,,Express,AnterAja,,fitri_susanto491,Sari Putri,8406500177,26106,Indonesia,Yogyakarta,Bantul,Kec. D,Pedurungan,Jl. Sudirman No. 94,,Transfer Bank,0.15,Feminine Hygiene,,Affiliate,Prioritas,Checked,admin1
TT695350829762,Completed,Order Complete,,Normal,SKU81936868,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,5500,0,53500,12000,12000,0,0,0,0,0,500,0,66000,0,2023-02-26 08:28:13,2023-02-26 08:36:13,2023-02-27 02:28:13,2023-02-27 05:28:13,2023-03-02 05:28:13,,,,Seller Shipping,Gudang Medan,TT24328989402,Express,Ninja Xpress,,yuni_hartono81,Dewi Setiawan,8482469741,44387,Indonesia,Yogyakarta,Bantul,Kec. A,Banyumanik,Jl. Diponegoro No. 30,,OVO,0.15,Feminine Hygiene,PKG107424677,TikTok Shop,,Checked,admin2
TT425637948691,Completed,Order Complete,,Normal,SKU37315739,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,5720,4680,48600,9000,9000,0,0,0,0,0,0,500,58100,0,2023-02-26 15:03:37,2023-02-26 15:26:37,2023-02-27 14:03:37,2023-02-27 17:03:37,2023-03-03 17:03:37,,,,Seller Shipping,Gudang Medan,TT73575438062,Standard,SiCepat,Tolong kemas rapi,lia_lestari581,Fitri Setiawan,8646814724,75290,Indonesia,DKI Jakarta,Jakarta Barat,Kec. C,Pedurungan,Jl. Ahmad Yani No. 199,,QRIS,0.15,Feminine Hygiene,PKG248388782,Affiliate,Prioritas,Unchecked,
TT258501624224,Cancelled,Cancelled,Cancellation,Normal,SKU63264696,GDS-FOA-BUB-20,Gendes Feminine Wash Foam Bubblegum 20ml,Foam 20ml - Bubblegum,2,0,29000,58000,6105,4995,46900,0,9000,0,0,0,0,0,0,0,0,0,2023-02-26 15:31:11,,,,,1677439871.0,system,Payment timeout,Seller Shipping,Gudang Surabaya,,Standard,AnterAja,,fajar_gunawan447,Mega Kurniawan,8709100495,75761,Indonesia,Kalimantan Timur,Kutai,Kec. C,Tembalang,Jl. Gatot Subroto No. 124,,COD,0.08,Feminine Hygiene,,TikTok Shop,,Checked,admin1
TT831319074634,Completed,Order Complete,,Normal,SKU56356573,GDS-SPR-BUB-20,Gendes Feminine Wash Spray Bubblegum 20ml,Spray 20ml - Bubblegum,1,0,29000,29000,2700,0,26300,12000,12000,0,0,0,0,0,0,0,38300,0,2023-02-26 17:18:32,2023-02-26 18:20:32,2023-02-27 11:18:32,2023-02-27 19:18:32,2023-03-01 19:18:32,,,,Seller Shipping,Gudang Jakarta Selatan,TT95549037256,Express,SiCepat,Tolong kemas rapi,ani_lestari526,Reza Purnama,8428847276,70633,Indonesia,DKI Jakarta,Jakarta Pusat,Kec. A,Pedurungan,Jl. Diponegoro No. 40,,ShopeePay,0.08,Feminine Hygiene,PKG605915447,TikTok Shop,,Checked,admin1
TT621702218172,Completed,Order Complete,,Normal,SKU65456041,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,4800,0,54200,12000,12000,0,0,0,0,0,0,500,66700,0,2023-02-27 07:27:57,2023-02-27 08:47:57,2023-02-28 13:27:57,2023-02-28 21:27:57,2023-03-04 21:27:57,,,,Seller Shipping,Gudang Bandung,TT58208581671,Express,JNE,,hendra_rahayu846,Lina Rahayu,8709109385,60880,Indonesia,Jawa Barat,Depok,Kec. C,Tembalang,Jl. Sudirman No. 92,,ShopeePay,0.15,Feminine Hygiene,PKG102204257,TikTok Shop,,Checked,admin3
TT583398313478,Completed,Order Complete,,Normal,SKU47650449,GDS-FOA-HAZ-60,Gendes Feminine Wash Foam Hazelnut 60ml,Foam 60ml - Hazelnut,1,0,59000,59000,5700,0,53300,9000,9000,0,0,0,0,0,0,0,62300,0,2023-02-27 09:50:23,2023-02-27 10:52:23,2023-02-28 05:50:23,2023-02-28 12:50:23,2023-03-03 12:50:23,,,,Seller Shipping,Gudang Bandung,TT50645910102,Standard,JNE,,arif_putri800,Eka Nugraha,8049607141,91064,Indonesia,Banten,Tangerang Selatan,Kec. C,Banyumanik,Jl. Diponegoro No. 177,,Dana,0.15,Feminine Hygiene,PKG854670278,TikTok Live,,Unchecked,
TT713287191633,Completed,Order Complete,,Normal,SKU35874276,GDS-FOA-VAN-60,Gendes Feminine Wash Foam Vanilla 60ml,Foam 60ml - Vanilla,1,0,59000,59000,0,0,59000,12000,12000,0,0,0,0,0,500,0,71500,0,2023-02-27 11:00:51,2023-02-27 11:29:51,2023-02-28 08:00:51,2023-02-28 12:00:51,2023-03-06 12:00:51,,,,Seller Shipping,Gudang Jakarta Selatan,TT69197145097,Express,SiCepat,,dewi_rahayu886,Laras Susanto,8534708972,86394,Indonesia,Sumatera Utara,Medan,Kec. A,Semarang Selatan,Jl. Sudirman No. 49,,Dana,0.15,Feminine Hygiene,PKG984793107,Affiliate,Cek stok,Checked,admin1
TT291835665845,Completed,Order Complete,,Normal,SKU16450594,GDS-FOA-VAN-20,Gendes Feminine Wash Foam Vanilla 20ml,Foam 20ml - Vanilla,1,0,29000,29000,800,0,28200,12000,12000,0,0,0,0,0,0,0,40200,0,2023-02-27 13:59:57,2023-02-27 14:14:57,2023-02-28 08:59:57,2023-02-28 11:59:57,2023-03-03 11:59:57,,,,Seller Shipping,Gudang Bandung,TT33028220905,Express,Ninja Xpress,,wati_wibowo668,Hendra Wijaya,8057876929,43315,Indonesia,Banten,Tangerang Selatan,Kec. A,Banyumanik,Jl. Ahmad Yani No. 85,,Transfer Bank,0.08,Feminine Hygiene,PKG759171660,TikTok Shop,,Unchecked,
TT104250543352,Completed,Order Complete,,Normal,SKU30882319,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,0,0,59000,12000,12000,0,0,0,0,0,0,500,71500,0,2023-02-27 17:03:21,2023-02-27 18:05:21,2023-02-28 16:03:21,2023-02-28 22:03:21,2023-03-07 22:03:21,,,,Seller Shipping,Gudang Jakarta Selatan,TT96969948495,Express,SiCepat,Tolong kemas rapi,elsa_putri138,Yoga Kurniawan,8218749960,73371,Indonesia,DKI Jakarta,Jakarta Selatan,Kec. A,Semarang Selatan,Jl. Gatot Subroto No. 158,,QRIS,0.15,Feminine Hygiene,PKG544648532,TikTok Shop,,Checked,admin3
TT287644957383,Completed,Order Complete,,Normal,SKU51435626,GDS-SPR-VAN-60,Gendes Feminine Wash Spray Vanilla 60ml,Spray 60ml - Vanilla,1,0,59000,59000,2500,0,56500,12000,12000,0,0,0,0,0,0,500,69000,0,2023-02-27 19:52:11,2023-02-27 20:01:11,2023-03-01 00:52:11,2023-03-01 08:52:11,2023-03-04 08:52:11,,,,Seller Shipping,Gudang Surabaya,TT49665432635,Express,Pos Indonesia,Jangan bocor,risa_cahyani642,Eka Susanto,8874974839,45955,Indonesia,DKI Jakarta,Jakarta Barat,Kec. B,Pedurungan,Jl. Merdeka No. 11,,Kartu Kredit,0.15,Feminine Hygiene,PKG721849182,TikTok Shop,,Unchecked,
